"X.median_R_mean.lag_we","X.median_R_mean.lag1_we","X.percentage_age_we","X.Density_we","X.population_we","X.schoolClosing_we","X.restGatherings_we","X.cancEvents_we","X.testingPolicy_we","X.workClosing2a_we","X.grocery_and_pharmacy_we","X.transit_stations_we","X.transactiongrowth_we","X.workplaces_we","X.sre000d0_we","X.tre200d0_we","X.ure200d0_we","X.ferien_we","X.Canton_3","X.oneweek","Y","W"
1.43714285714286,0.875714285714286,5.78993291632672,2655.782719,178000,1,1,1,3,1,-0.265285714285714,-14.898,-0.0532673096085716,-24.1838571428571,489.828571428571,18.64,69.1257142857143,0,11,22,1.21142857142857,0
1.45714285714286,1.21142857142857,5.78993291632672,2655.782719,178000,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.0902332615483701,-29.0001428571429,582.885714285714,21.2314285714286,63.9171428571429,0,11,23,1.29857142857143,0
0.875714285714286,1.29857142857143,5.78993291632672,2655.782719,178000,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.120758301952954,-31.7144285714286,581.171428571429,17.42,70.4342857142857,0,11,24,1.30428571428571,0
1.21142857142857,1.30428571428571,5.78993291632672,2655.782719,178000,1,1,1,3,1,-0.449142857142857,-12.9594285714286,0.0383218581114377,-24.102,395.742857142857,19.6914285714286,73.38,0,11,25,0.954285714285714,0
1.29857142857143,0.954285714285714,5.78993291632672,2655.782719,178000,1,1.42857142857143,1,3,1,-0.816142857142857,-12.2857142857143,-0.026103454360797,-19.796,451.8,18.5828571428571,69.92,0,11,26,1.17571428571429,0.428571428571429
1.30428571428571,1.17571428571429,5.78993291632672,2655.782719,178000,1,2,1,3,1,-0.612285714285714,-11.9998571428571,0.0236763721747657,-17.4081428571429,277.742857142857,14.8514285714286,71.8542857142857,0,11,27,1.36142857142857,1
0.954285714285714,1.36142857142857,5.78993291632672,2655.782719,178000,1,2,1,3,1,-2.97971428571429,-15.5714285714286,-0.0111938904908797,-18.143,380.971428571429,13.8428571428571,75.3485714285714,0,11,28,1.25428571428571,1
1.17571428571429,1.25428571428571,5.78993291632672,2655.782719,178000,1,2,1,3,1,-1.898,-10.9184285714286,0.00334954795553877,-17.612,598.885714285714,15.4885714285714,70.8457142857143,0,11,29,0.9,1
1.36142857142857,0.9,5.78993291632672,2655.782719,178000,1,2,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0337888207997619,-15.2855714285714,473.714285714286,17.6342857142857,74.38,0,11,30,1.13428571428571,1
1.25428571428571,1.13428571428571,5.78993291632672,2655.782719,178000,1,2,1,2,1,-3.12257142857143,-12.5101428571429,-0.0694262767610407,-16.1837142857143,132.971428571429,10.8428571428571,85.2914285714286,0,11,31,1.63857142857143,1
0.9,1.63857142857143,5.78993291632672,2655.782719,178000,1,2.57142857142857,1,2,1,-2.73457142857143,-15.5712857142857,0.124431544219167,-16.5712857142857,151.257142857143,8.90285714285714,85.9828571428571,0,11,32,1.76285714285714,1
1.13428571428571,1.76285714285714,5.78993291632672,2655.782719,178000,1,3,1,2,1,-3.38771428571429,-16.6937142857143,-0.0784153489919959,-18.5511428571429,123.085714285714,8.38571428571429,84.4171428571428,1,11,33,1.61857142857143,1
1.63857142857143,1.61857142857143,5.78993291632672,2655.782719,178000,1,3,1,2,1,-4.20385714285714,-19.7141428571429,-0.0158088517601218,-18.5102857142857,130.057142857143,5.22,84.0142857142857,0.714285714285714,11,34,1.49428571428571,1
1.76285714285714,1.49428571428571,5.78993291632672,2655.782719,178000,1,3,1,2,1,-3.69371428571429,-21.0817142857143,0.0219966793428643,-17.8365714285714,212.085714285714,9.63142857142857,79.9171428571429,0,11,35,1.26,1
1.61857142857143,1.26,5.78993291632672,2655.782719,178000,1,3,1.57142857142857,2,1.57142857142857,-2.34714285714286,-24.0407142857143,0.0131588933131592,-17.5714285714286,157.2,7.92,86.7085714285714,0,11,36,1.01142857142857,1
1.49428571428571,1.01142857142857,5.78993291632672,2655.782719,178000,2,4,2,2,2.71428571428571,-3.93885714285714,-28.1837142857143,-0.0393632153685033,-19.1428571428571,136.457142857143,8.23714285714286,85.1314285714286,0,11,37,0.76,1
1.26,0.76,5.78993291632672,2655.782719,178000,2,4,2,2,3,-3.51,-28.1225714285714,-0.0234718566174514,-19.9184285714286,252.314285714286,6.63428571428571,88.1142857142857,0,11,38,0.685714285714286,1
1.01142857142857,0.685714285714286,5.78993291632672,2655.782719,178000,2,4,2,2,3,-2.87728571428571,-27.2448571428571,0.000383698829669044,-18.7142857142857,244.714285714286,3.61714285714286,79.04,0,11,39,0.814285714285714,1
0.76,0.814285714285714,5.78993291632672,2655.782719,178000,2,4,2,2,3,-2.16314285714286,-28.5101428571429,0.138612197989364,-18.0001428571429,233.685714285714,1.39142857142857,82.7742857142857,0,11,40,0.927142857142857,1
0.685714285714286,0.927142857142857,5.78993291632672,2655.782719,178000,2,4,2,2,3,0.122428571428571,-28.3674285714286,-0.0106302065270523,-16.592,46.1428571428571,-0.465714285714286,89.6171428571429,0,11,41,0.885714285714286,1
0.814285714285714,0.885714285714286,5.78993291632672,2655.782719,178000,2,4,2,2,3,-2.245,-29.3675714285714,-0.00378425209639133,-18.1227142857143,106.428571428571,-0.325714285714286,90.2714285714286,0,11,42,0.907142857142857,1
0.927142857142857,0.907142857142857,5.78993291632672,2655.782719,178000,2,4,2,2,3,-2.95914285714286,-28.4081428571429,0.135667035370066,-16.6124285714286,53.8571428571429,3.74285714285714,91.0914285714286,0,11,43,1.02857142857143,1
1.17142857142857,0.864285714285714,5.21959337240431,1862.9421,341500,1,1,1,3,1,3.97971428571429,-11.3262857142857,0.0901848232090803,-16.9998571428571,603.714285714286,16.71,58.1785714285714,0,3,20,0.874285714285714,0
0.76,0.874285714285714,5.21959337240431,1862.9421,341500,1,1.57142857142857,1,3,1,1.87742857142857,-14.2652857142857,0.0256457523999174,-20.8365714285714,427.1,15.4514285714286,65.49,0,3,21,1.03857142857143,0
0.864285714285714,1.03857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.265285714285714,-14.898,0.0420826296268384,-24.1838571428571,440.771428571429,16.98,64.5185714285714,0,3,22,1.41428571428571,0
0.874285714285714,1.41428571428571,5.21959337240431,1862.9421,341500,1,2,1,3,1,-1.10185714285714,-15.5508571428571,0.000117233483523549,-29.0001428571429,494.714285714286,19.5542857142857,63.7485714285714,0,3,23,1.21714285714286,0
1.03857142857143,1.21714285714286,5.21959337240431,1862.9421,341500,1,2,1,3,1,-4.20414285714286,-17.9388571428571,0.0552190690082046,-31.7144285714286,508.728571428571,16.0428571428571,64.4628571428571,0,3,24,1.19,0
1.41428571428571,1.19,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.449142857142857,-12.9594285714286,-0.130359615003131,-24.102,395.385714285714,17.7828571428571,69.7528571428571,0,3,25,1.15285714285714,0
1.21714285714286,1.15285714285714,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.816142857142857,-12.2857142857143,0.0223995791643556,-19.796,439.5,17.6371428571429,65.1428571428571,0,3,26,1.08857142857143,0
1.19,1.08857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.612285714285714,-11.9998571428571,-0.0783721540356836,-17.4081428571429,292.714285714286,13.92,67.9757142857143,0,3,27,0.972857142857143,0
1.15285714285714,0.972857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-2.97971428571429,-15.5714285714286,-0.0252007023850069,-18.143,456.9,13.1257142857143,67.9085714285714,0,3,28,1.08857142857143,0
1.08857142857143,1.08857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-1.898,-10.9184285714286,0.00908133889728191,-17.612,474.642857142857,15.25,71.5014285714286,0,3,29,1.15,0
0.972857142857143,1.15,5.21959337240431,1862.9421,341500,1,2,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0423730465870342,-15.2855714285714,388.371428571429,15.9128571428571,65.19,0,3,30,0.98,0
1.08857142857143,0.98,5.21959337240431,1862.9421,341500,1,2,1,2,1,-3.12257142857143,-12.5101428571429,-0.0354924511761183,-16.1837142857143,97.3142857142857,8.81714285714286,79.84,0,3,31,1.57857142857143,0
1.15,1.57857142857143,5.21959337240431,1862.9421,341500,1,2,1,2,1,-2.73457142857143,-15.5712857142857,0.0282211626522582,-16.5712857142857,185.314285714286,7.80857142857143,81.2828571428571,0,3,32,2.43,0
0.98,2.43,5.21959337240431,1862.9421,341500,1,2,1,2,1,-3.38771428571429,-16.6937142857143,0.0259739418752396,-18.5511428571429,136.614285714286,6.48714285714286,78.1771428571429,0,3,33,2.04857142857143,0
1.57857142857143,2.04857142857143,5.21959337240431,1862.9421,341500,1,2.14285714285714,1,2,1.28571428571429,-4.20385714285714,-19.7141428571429,-0.0180372732349525,-18.5102857142857,267.185714285714,3.15714285714286,77.6157142857143,1,3,34,1.47428571428571,0.142857142857143
2.43,1.47428571428571,5.21959337240431,1862.9421,341500,1,3,1.71428571428571,2,3,-3.69371428571429,-21.0817142857143,-0.0546588650468056,-17.8365714285714,218.371428571429,7.69142857142857,70.4528571428571,0.714285714285714,3,35,1.06,1
